topic_id,title,topic_url,slug,views,reply_count,last_posted_at,bumped_at,created_at,last_poster_username,tags,category_slug
9508,"[GN⁺] Claude Code 소스 유출: 가짜 도구, 욕설 감지 정규식, 은폐 모드 등 내부 구조 드러남",https://discuss.pytorch.kr/t/gn-claude-code/9508,gn-claude-code,1141,0,2026-04-01T10:00:29.068Z,2026-04-01T10:00:29.068Z,2026-04-01T10:00:29.068Z,9bow,claude-code|claude-code-leak,news
9476,OpenSpace: AI 에이전트가 스스로 학습하고 진화하는 자율 스킬 진화 프레임워크 (feat. HKUDS),https://discuss.pytorch.kr/t/openspace-ai-feat-hkuds/9476,openspace-ai-feat-hkuds,4080,0,2026-04-01T03:30:06.131Z,2026-04-01T03:30:06.131Z,2026-04-01T03:30:06.131Z,9bow,ai-agent|autonomous-agent|hkuds|skill|openspace|self-evolving,news
9419,"ARIS: 아이디어에서 출판 준비 논문까지, 크로스 모델 협업 자율 ML 연구 파이프라인",https://discuss.pytorch.kr/t/aris-ml/9419,aris-ml,542,0,2026-04-01T00:30:29.974Z,2026-04-01T00:30:29.974Z,2026-04-01T00:30:29.974Z,9bow,claude-code|autonomous-agent|llm-in-research|ai-research-agent|research-automation|ai-research-skills|paper-writing|cross-model|ml-research,news
9444,Anthropic Economic Index(2026/02): AI 활용의 학습 곡선과 경제적 파급 효과에 대한 분석,https://discuss.pytorch.kr/t/anthropic-economic-index-2026-02-ai/9444,anthropic-economic-index-2026-02-ai,244,0,2026-03-31T21:30:21.984Z,2026-03-31T21:30:21.984Z,2026-03-31T21:30:21.984Z,9bow,paper|anthropic|claude|ai-economics|anthropic-economic-index|learning-curve,news
9472,"Cohere, HuggingFace Open ASR 리더보드 1위를 차지한 오픈소스 음성 인식 모델 Transcribe 공개",https://discuss.pytorch.kr/t/cohere-huggingface-open-asr-1-transcribe/9472,cohere-huggingface-open-asr-1-transcribe,1333,0,2026-03-31T09:30:02.009Z,2026-03-31T09:30:02.009Z,2026-03-31T09:30:02.009Z,9bow,opensource|cohere|asr|speech-recognition|hugging-face|conformer,news
9482,Seed Dance 2.0's Future based on Game Theory,https://discuss.pytorch.kr/t/seed-dance-2-0s-future-based-on-game-theory/9482,seed-dance-2-0s-future-based-on-game-theory,175,0,2026-03-31T07:20:20.393Z,2026-03-31T07:20:20.393Z,2026-03-31T07:20:20.271Z,18NAO,,news
9471,Cloudflare Dynamic Workers: 컨테이너보다 100배 빠른 실행 환경을 제공하는 AI 에이전트 코드 샌드박스 오픈 베타,https://discuss.pytorch.kr/t/cloudflare-dynamic-workers-100-ai/9471,cloudflare-dynamic-workers-100-ai,220,0,2026-03-31T06:30:19.161Z,2026-03-31T06:30:19.161Z,2026-03-31T06:30:19.161Z,9bow,ai-agent|cloudflare|mcp|sandbox|code-mode|v8-isolate|dynamic-workers,news
9460,"MiniMind: 단돈 3달러, 2시간 만에 64M GPT를 처음부터 학습시키며 학습하는 오픈소스 초경량 언어 모델 프로젝트",https://discuss.pytorch.kr/t/minimind-3-2-64m-gpt/9460,minimind-3-2-64m-gpt,7854,0,2026-03-31T03:30:04.193Z,2026-03-31T03:30:04.193Z,2026-03-31T03:30:04.193Z,9bow,pytorch|mixture-of-experts|gpt|rlhf|pretraining|language-model|minimind,news
9448,turboquant-pytorch: Google의 TurboQuant를 PyTorch로 처음부터 직접 구현한 LLM KV 캐시 양자화 라이브러리,https://discuss.pytorch.kr/t/turboquant-pytorch-google-turboquant-pytorch-llm-kv/9448,turboquant-pytorch-google-turboquant-pytorch-llm-kv,2521,1,2026-04-03T04:13:42.012Z,2026-04-03T04:13:42.012Z,2026-03-31T00:30:37.741Z,9bow,llm|pytorch|quantization|iclr|kv-cache|vector-quantization|turboquant,news
9479,Shopify의 데이터 구조화 여정: One-Shot LLM에서 DSPy 기반 에이전틱 아키텍처로,https://discuss.pytorch.kr/t/shopify-one-shot-llm-dspy/9479,shopify-one-shot-llm-dspy,262,0,2026-03-30T23:53:57.561Z,2026-03-30T23:53:57.561Z,2026-03-30T23:53:57.444Z,KwonHan,dspy,news
9465,"rvLLM: Rust로 처음부터 구현한 고성능 LLM 추론 엔진, vLLM 완전 대체제",https://discuss.pytorch.kr/t/rvllm-rust-llm-vllm/9465,rvllm-rust-llm-vllm,6206,0,2026-04-03T06:07:40.906Z,2026-04-03T06:07:40.906Z,2026-03-30T21:30:49.776Z,belovian,opensource|rust|llm-inference|cuda|vllm|high-performance|rvllm,news
9470,abtop — AI 코딩 에이전트용 htop/btop 스타일 터미널 모니터,https://discuss.pytorch.kr/t/abtop-ai-htop-btop/9470,abtop-ai-htop-btop,341,0,2026-03-31T02:10:36.096Z,2026-03-31T02:10:36.096Z,2026-03-30T12:12:04.837Z,9bow,,news
9464,LLM을 위한 국립국어원 표준국어대사전 MCP 서버,https://discuss.pytorch.kr/t/llm-mcp/9464,llm-mcp,391,0,2026-03-30T05:46:53.948Z,2026-03-30T05:46:53.948Z,2026-03-30T05:46:53.831Z,KwonHan,mcp,news
9453,"Meta, 객체 멀티플렉싱으로 2배 빨라진 실시간 비디오 분할 모델 SAM 3.1 공개",https://discuss.pytorch.kr/t/meta-2-sam-3-1/9453,meta-2-sam-3-1,362,0,2026-03-30T03:30:32.799Z,2026-03-30T03:30:32.799Z,2026-03-30T03:30:32.799Z,9bow,meta|segment-anything|sam|computer-vision|object-multiplexing|sam3|video-segmentation,news
9462,[실전 꿀팁] PyTorch 개발자라면 알아야 할 PyMuPDF 활용법 10가지 - PDF 데이터 전처리부터 파이프라인 자동화까지,https://discuss.pytorch.kr/t/pytorch-pymupdf-10-pdf/9462,pytorch-pymupdf-10-pdf,357,0,2026-03-30T02:31:54.526Z,2026-03-30T02:31:54.526Z,2026-03-30T02:31:54.385Z,kyounghee.lee,ai|llm|opensource|rag,news
9455,[2026/03/23 ~ 29] 이번 주에 살펴볼 만한 AI/ML 논문 모음,https://discuss.pytorch.kr/t/2026-03-23-29-ai-ml/9455,2026-03-23-29-ai-ml,577,0,2026-03-29T21:30:22.131Z,2026-03-29T21:30:22.131Z,2026-03-29T21:30:22.131Z,9bow,paper|survey-paper|ai-ml-papers-of-the-week|self-improving-agents|perception-encoder|bayesian-networks|next-intelligence-explosion|bxrl|behavior-explainable-reinforcement-learning|multi-agent-memory|universal-perception-encoder|prompt-based-adaptation|visual-prompting|visual-prompting-tuning|hyperagents|epistemic-agents|computational-persuasion|inter-layer-structural-encoder|cayley-encoder,news
9434,"gstack: Y Combinator 대표 Garry Tan이 공개한, Claude Code로 20인 규모의 가상 엔지니어링 팀을 만드는 스킬 모음",https://discuss.pytorch.kr/t/gstack-y-combinator-garry-tan-claude-code-20/9434,gstack-y-combinator-garry-tan-claude-code-20,2524,0,2026-03-29T06:30:00.000Z,2026-03-29T06:30:00.000Z,2026-03-29T06:30:00.000Z,9bow,opensource|claude-code|ai-agent|developer-tools|bun|software-factory|slash-commands,news
9427,장시간 자율 코딩을 위한 에이전트 하네스 설계: GAN에서 영감 받은 멀티 에이전트 아키텍처 (feat. Anthropic),https://discuss.pytorch.kr/t/gan-feat-anthropic/9427,gan-feat-anthropic,3216,0,2026-03-29T03:30:50.766Z,2026-03-29T03:30:50.766Z,2026-03-29T03:30:50.766Z,9bow,paper|anthropic|multi-agent|agent|agent-harness|gan|code-generation,news
9431,[GN⁺] 내가 Claude Code로 생산성을 높이는 방법 (How I'm Productive with Claude Code),https://discuss.pytorch.kr/t/gn-claude-code-how-im-productive-with-claude-code/9431,gn-claude-code-how-im-productive-with-claude-code,2648,0,2026-03-28T09:30:35.225Z,2026-03-28T09:30:35.225Z,2026-03-28T09:30:35.225Z,9bow,geeknews|claude-code|code-agent|productivity|cocomo|grunt-work,news
9418,Understand-Anything: 코드베이스를 인터랙티브 지식 그래프로 변환하는 Claude Code 플러그인,https://discuss.pytorch.kr/t/understand-anything-claude-code/9418,understand-anything-claude-code,390,0,2026-03-28T03:30:32.925Z,2026-03-28T03:30:32.925Z,2026-03-28T03:30:32.925Z,9bow,opensource|claude-code|multi-agent|knowledge-graph|developer-tools|understand-anything|codebase-analysis,news
9349,Nightingale: 내 음악 라이브러리로 즐기는 ML 기반 노래방 애플리케이션,https://discuss.pytorch.kr/t/nightingale-ml/9349,nightingale-ml,244,0,2026-03-27T09:30:49.051Z,2026-03-27T09:30:49.051Z,2026-03-27T09:30:49.051Z,9bow,rust|whisperx|bevy|nightingale|stem-separation|demucs|karaoke,news
9423,HolyClaude: Claude Code 및 다양한 AI 에이전트를 통합한 올인원 Docker 기반 오픈소스 Web UI,https://discuss.pytorch.kr/t/holyclaude-claude-code-ai-docker-web-ui/9423,holyclaude-claude-code-ai-docker-web-ui,3481,0,2026-03-27T06:30:07.814Z,2026-03-27T06:30:07.814Z,2026-03-27T06:30:07.814Z,9bow,claude-code|gemini|web-ui|holyclaude,news
9362,Attention Residuals: 트랜스포머 잔차 연결을 학습된 어텐션으로 대체하여 연산 효율을 높인 MoonshotAI의 새로운 메커니즘,https://discuss.pytorch.kr/t/attention-residuals-moonshotai/9362,attention-residuals-moonshotai,247,0,2026-03-27T04:30:46.210Z,2026-03-27T04:30:46.210Z,2026-03-27T04:30:46.210Z,9bow,paper|transformer|attention|architecture|kimi|scaling|moonshotai|residual-connection|attention-residuals,news
9428,"CLI 환경에서 인프라와 서비스를 손쉽게 구축/관리하는 자동화 도구, Stripe Projects 개발자용 미리보기 출시",https://discuss.pytorch.kr/t/cli-stripe-projects/9428,cli-stripe-projects,130,0,2026-03-27T03:30:45.397Z,2026-03-27T03:30:45.397Z,2026-03-27T03:30:45.397Z,9bow,cli-tools|cli|projects-dev|stripe-projects,news
9413,"Mistral Vibe: Mistral이 공개한, 터미널 네이티브 오픈소스 AI 코딩 비서",https://discuss.pytorch.kr/t/mistral-vibe-mistral-ai/9413,mistral-vibe-mistral-ai,271,0,2026-03-27T01:00:18.068Z,2026-03-27T01:00:18.068Z,2026-03-27T01:00:18.068Z,9bow,vibe-coding|coding-assistant|mistral|mistral-vibe,news
9356,Vibe Physics: AI를 이론 물리학 대학원생처럼 지도하여 2주 만에 논문을 완성한 하버드 교수의 실험 (feat. Anthropic),https://discuss.pytorch.kr/t/vibe-physics-ai-2-feat-anthropic/9356,vibe-physics-ai-2-feat-anthropic,2490,0,2026-03-26T21:30:48.583Z,2026-03-26T21:30:48.583Z,2026-03-26T21:30:48.583Z,9bow,paper|anthropic|claude|autonomous-agent|ai-research-agent|physics|ai-for-science,news
9409,[GN] 데이터만이 유일한 해자다 (Data Is the Only Moat),https://discuss.pytorch.kr/t/gn-data-is-the-only-moat/9409,gn-data-is-the-only-moat,296,0,2026-03-26T12:30:14.670Z,2026-03-26T12:30:14.670Z,2026-03-26T12:30:14.670Z,9bow,data|moat|metadata|api-first|podscan|data-is-the-only-moat,news
9402,"LLM의 초전도체 연구 질문 응답 능력 평가: 선별된 데이터 소스의 중요성 (feat. Google Research, Cornell, Harvard)",https://discuss.pytorch.kr/t/llm-feat-google-research-cornell-harvard/9402,llm-feat-google-research-cornell-harvard,127,0,2026-03-26T09:30:39.280Z,2026-03-26T09:30:39.280Z,2026-03-26T09:30:39.280Z,9bow,paper|google|benchmark|notebooklm|google-research|harvard|ai-for-science-research|cornell-university,news
9392,Context Hub: AI 코딩 에이전트의 API 환각을 막는 버전 관리 문서 허브 (feat. Andrew Ng),https://discuss.pytorch.kr/t/context-hub-ai-api-feat-andrew-ng/9392,context-hub-ai-api-feat-andrew-ng,273,0,2026-03-26T06:30:15.038Z,2026-03-26T06:30:15.038Z,2026-03-26T06:30:15.038Z,9bow,claude-code|agent-harness|agent-skills|api-documentation|coding-agent,news
9408,"Anthropic, 사용자의 명시적인 승인 없이도 동작하는 Claude Code의 새로운 권한 모델 Auto Mode 추가",https://discuss.pytorch.kr/t/anthropic-claude-code-auto-mode/9408,anthropic-claude-code-auto-mode,279,0,2026-03-26T04:00:38.404Z,2026-03-26T04:00:38.404Z,2026-03-26T04:00:38.404Z,9bow,anthropic|claude-code|autonomous-agent|auto-mode,news
9363,OpenCLI: 주요 웹사이트와 데스크톱 앱을 CLI 명령어로 제어하는 AI 네이티브 유니버설 허브 프로젝트,https://discuss.pytorch.kr/t/opencli-cli-ai/9363,opencli-cli-ai,215,0,2026-03-26T03:30:34.329Z,2026-03-26T03:30:34.329Z,2026-03-26T03:30:34.329Z,9bow,opensource|ai-agent|typescript|cli|nodejs|web-scraping|opencli|browser-automation,news
9350,Netryx: 거리 사진 한 장으로 정확한 GPS 좌표를 추정하는 오픈소스 위치 추정 엔진,https://discuss.pytorch.kr/t/netryx-gps/9350,netryx-gps,176,0,2026-03-26T01:30:18.804Z,2026-03-26T01:30:18.804Z,2026-03-26T01:30:18.804Z,9bow,pytorch|clip|computer-vision|street-view|osv5m|geolocation|netryx,news
9353,과학 컴퓨팅을 위한 Claude 장기 실행에 대한 연구: Ralph 루프 및 실질적인 연구 방법 공유 (feat. Anthropic),https://discuss.pytorch.kr/t/claude-ralph-feat-anthropic/9353,claude-ralph-feat-anthropic,805,0,2026-03-25T21:30:36.930Z,2026-03-25T21:30:36.930Z,2026-03-25T21:30:36.930Z,9bow,anthropic|autonomous-agent|agent-orchestration|ralph-loop|ai-scientist-for-autonomous-discovery|persistent-memory|test-oracle|anthropic-discovery,news
9335,"cmux: AI 코딩 에이전트를 위해 설계된, Ghostty 기반의 네이티브 macOS 터미널 앱",https://discuss.pytorch.kr/t/cmux-ai-ghostty-macos/9335,cmux-ai-ghostty-macos,473,0,2026-03-25T09:30:21.505Z,2026-03-25T09:30:21.505Z,2026-03-25T09:30:21.505Z,9bow,opensource|claude-code|macos|notification|ghostty|terminal|cmux|ai-coding-agent,news
9382,워런티가 종료된 GPU 리뉴얼 작업을 통해 성능을 회복한 AI서버 창정비 사례를 공유합니다.,https://discuss.pytorch.kr/t/gpu-ai/9382,gpu-ai,184,0,2026-03-25T06:35:39.692Z,2026-03-25T06:35:39.692Z,2026-03-25T06:35:39.595Z,willkim70,,news
9336,"AI Engineering from Scratch: 선형대수부터 자율 에이전트 스웜까지, 230개 이상의 실습 과정으로 구성된 오픈소스 AI 엔지니어링 커리큘럼",https://discuss.pytorch.kr/t/ai-engineering-from-scratch-230-ai/9336,ai-engineering-from-scratch-230-ai,2347,0,2026-03-25T03:30:39.392Z,2026-03-25T03:30:39.392Z,2026-03-25T03:30:39.392Z,9bow,llm|opensource|rust|agent|typescript|python|machine-learning|ai-engineering|deep-learning|curriculum,news
9348,Zeroboot: 복사 후 쓰기 포크 방식으로 몇 밀리초 이내에 VM 샌드박스를 생성하는 AI 에이전트용 실행 환경,https://discuss.pytorch.kr/t/zeroboot-vm-ai/9348,zeroboot-vm-ai,177,0,2026-03-25T00:30:59.328Z,2026-03-25T00:30:59.328Z,2026-03-25T00:30:59.328Z,9bow,ai-agent|rust|sandbox|copy-on-write|vm|firecracker|zeroboot,news
9347,AI가 노동 시장에 미치는 영향: 새로운 측정 지표 '관측된 노출도'와 초기 증거 (feat. Anthropic),https://discuss.pytorch.kr/t/ai-feat-anthropic/9347,ai-feat-anthropic,292,0,2026-03-24T21:30:54.690Z,2026-03-24T21:30:54.690Z,2026-03-24T21:30:54.690Z,9bow,paper|llm|anthropic|ai-safety|ai-economics|labor-market,news
9355,PyTorch 2.11이 출시되었습니다 :tada:,https://discuss.pytorch.kr/t/pytorch-2-11/9355,pytorch-2-11,248,0,2026-03-24T14:30:03.814Z,2026-03-24T14:30:03.814Z,2026-03-24T14:30:03.814Z,9bow,pytorch|pytorch-release|torchscript-deprecation|differentiable-collectives|flashattention-4|pytorch-2-10,news
9330,Quotio: macOS를 위한 올인원 AI 코딩 어시스턴트 할당량 관리 및 자동 대체 동작 기능(Auto Fail-over) 도구,https://discuss.pytorch.kr/t/quotio-macos-ai-auto-fail-over/9330,quotio-macos-ai-auto-fail-over,220,0,2026-03-24T03:30:55.323Z,2026-03-24T03:30:55.323Z,2026-03-24T03:30:55.323Z,9bow,vibe-coding|coding-assistant|llm-tool-usage|llm-usage|quotio,news
9329,AutoResearchClaw: 아이디어를 기반으로 학술 논문을 완성하는 완전 자율 AI 연구 에이전트,https://discuss.pytorch.kr/t/autoresearchclaw-ai/9329,autoresearchclaw-ai,2772,0,2026-03-24T00:30:26.212Z,2026-03-24T00:30:26.212Z,2026-03-24T00:30:26.212Z,9bow,openclaw|autoresearch|openclaw-rl|metaclaw|autoresearchclaw,news
9325,"DeerFlow v2: 리서치, 코딩, 창작 등의 작업을 위한 오픈소스 SuperAgent Harness (feat. ByteDance)",https://discuss.pytorch.kr/t/deerflow-v2-superagent-harness-feat-bytedance/9325,deerflow-v2-superagent-harness-feat-bytedance,471,0,2026-03-23T21:30:12.371Z,2026-03-23T21:30:12.371Z,2026-03-23T21:30:12.371Z,9bow,agent-harness|bytedance|langgraph|deerflow|deerflow-v2,news
9331,code-review-graph: Claude Code 토큰 사용량을 최적화하는 로컬 지식 그래프,https://discuss.pytorch.kr/t/code-review-graph-claude-code/9331,code-review-graph-claude-code,4153,0,2026-03-23T09:30:23.344Z,2026-03-23T09:30:23.344Z,2026-03-23T09:30:23.344Z,9bow,claude-code|knowledge-graph|knowledge-base|code-graph|token-optimization|code-review-graph,news
9326,왜 데이터 청킹(Data Chunking)이 LLM 처리에서 필수적일까,https://discuss.pytorch.kr/t/data-chunking-llm/9326,data-chunking-llm,513,0,2026-03-23T08:04:27.464Z,2026-03-23T07:01:05.840Z,2026-03-23T07:01:05.738Z,system,,news
9310,"Kimodo: NVIDIA가 공개한, 텍스트를 기반으로 한 인간 및 로봇의 고품질 3D 모션 생성 모델",https://discuss.pytorch.kr/t/kimodo-nvidia-3d/9310,kimodo-nvidia-3d,373,0,2026-03-23T03:30:23.884Z,2026-03-23T03:30:23.884Z,2026-03-23T03:30:23.884Z,9bow,pytorch|nvidia|kimodo|text-to-motion|human-motion|robotics|diffusion-model|motion-generation,news
9315,"flash-moe: 순수 C와 Metal로 구현한, M3 Max 맥북 프로에서 397B 파라미터 MoE 모델을 실행하는 고성능 추론 엔진",https://discuss.pytorch.kr/t/flash-moe-c-metal-m3-max-397b-moe/9315,flash-moe-c-metal-m3-max-397b-moe,1822,0,2026-03-23T02:00:59.289Z,2026-03-23T02:00:59.289Z,2026-03-23T02:00:59.289Z,9bow,mixture-of-experts|llm-inference|apple-silicon|on-device-ai|quantization|metal|flash-moe,news
9313,[2026/03/16 ~ 22] 이번 주에 살펴볼 만한 AI/ML 논문 모음,https://discuss.pytorch.kr/t/2026-03-16-22-ai-ml/9313,2026-03-16-22-ai-ml,2434,0,2026-03-22T21:30:09.250Z,2026-03-22T21:30:09.250Z,2026-03-22T21:30:09.250Z,9bow,paper|ai-ml-papers-of-the-week|metaclaw|learning-rate-schedule|process-reward-model|system-m|autonomous-learning|scientific-taste|reinforcement-learning-from-community-feedback|massive-activations|attention-sinks|openseeker|inference-first-perspective|mamba-3,news
9308,TorchCode: PyTorch 핵심 연산을 직접 구현하며 배우는 LeetCode 스타일 머신러닝 인터뷰 연습 플랫폼,https://discuss.pytorch.kr/t/torchcode-pytorch-leetcode/9308,torchcode-pytorch-leetcode,310,0,2026-03-22T05:30:02.024Z,2026-03-22T05:30:02.024Z,2026-03-22T05:30:02.024Z,9bow,pytorch|machine-learning|interview|deep-learning|leetcode|practice|torchcode|jupyter,news
9295,Codex Autoresearch: Codex를 사용한 지표 기반의 자동화된 코드 개선 루프 시스템 (feat. Auto Research),https://discuss.pytorch.kr/t/codex-autoresearch-codex-feat-auto-research/9295,codex-autoresearch-codex-feat-auto-research,482,0,2026-03-21T09:30:37.950Z,2026-03-21T09:30:37.950Z,2026-03-21T09:30:37.950Z,9bow,vibe-coding|autonomous-agent|codex|autoresearch|codex-autoresearch,news
9299,"[GN] 비영리 논문 공개 서비스 arXiv, 코넬 대학교로부터의 독립을 선언",https://discuss.pytorch.kr/t/gn-arxiv/9299,gn-arxiv,221,0,2026-03-21T08:30:33.774Z,2026-03-21T08:30:33.774Z,2026-03-21T08:30:33.774Z,9bow,geeknews|paper|arxiv|cornell-university,news
9288,OneCLI: AI 에이전트를 위한 안전한 오픈소스 인증 정보 저장소(Credential Vault) 및 게이트웨이,https://discuss.pytorch.kr/t/onecli-ai-credential-vault/9288,onecli-ai-credential-vault,163,0,2026-03-21T03:30:34.854Z,2026-03-21T03:30:34.854Z,2026-03-21T03:30:34.854Z,9bow,credential-proxy|credential-vault|onecli,news
9289,Seoul World Model: 현실의 서울을 그대로 3D로 구현한 차세대 비디오 시뮬레이션 모델,https://discuss.pytorch.kr/t/seoul-world-model-3d/9289,seoul-world-model-3d,733,0,2026-03-20T08:30:23.663Z,2026-03-20T08:30:23.663Z,2026-03-20T08:30:23.663Z,9bow,world-model|naver|semantic-referencing|geometric-referencing|cross-temporal-pairing|kaist|snu-aiis|naver-ai-lab|seoul-world-model,news
9273,ClawTeam: 단일 명령어 기반 완전 자율 AI 에이전트 스웜(Swarm) 프레임워크 (feat. HKUDS),https://discuss.pytorch.kr/t/clawteam-ai-swarm-feat-hkuds/9273,clawteam-ai-swarm-feat-hkuds,401,0,2026-03-20T03:30:41.460Z,2026-03-20T03:30:41.460Z,2026-03-20T03:30:41.460Z,9bow,autonomous-agent|agent-swarm|clawteam,news
9276,"AI 에이전트 프로토콜 개발자 가이드: MCP부터 A2A, UCP, AP2, A2UI, AG-UI까지 (feat. Google)",https://discuss.pytorch.kr/t/ai-mcp-a2a-ucp-ap2-a2ui-ag-ui-feat-google/9276,ai-mcp-a2a-ucp-ap2-a2ui-ag-ui-feat-google,994,1,2026-03-20T14:00:44.458Z,2026-03-20T14:00:44.458Z,2026-03-20T01:30:41.388Z,9bow,model-context-protocol|ai-agent|mcp|agent2agent|a2a-protocol|ucp|universal-commerce-protocol|agent-to-user-interface|a2ui|agent-payments-protocol|ap2|agent-protocols|ag-ui|adk|google-adk|agent-user-interaction-protocol,news
9270,Agentic Researcher: 수학 및 머신러닝 분야에서 인공지능 도구들을 활용하는 현실적인 연구 방법에 대한 논문,https://discuss.pytorch.kr/t/agentic-researcher/9270,agentic-researcher,1780,0,2026-03-19T21:30:46.976Z,2026-03-19T21:30:46.976Z,2026-03-19T21:30:46.976Z,9bow,paper|llm-in-research|ai-research-agent|research-automation|llm-researcher|agentic-research-framework|agentic-researcher,news
9275,"Anthropic 81k Interviews: 159개국, 70개 언어 사용자 80,508명이 말하는 ‘AI가 가져올 미래와 우려사항’",https://discuss.pytorch.kr/t/anthropic-81k-interviews-159-70-80-508-ai/9275,anthropic-81k-interviews-159-70-80-508-ai,302,0,2026-03-19T09:30:07.100Z,2026-03-19T09:30:07.100Z,2026-03-19T09:30:07.100Z,9bow,anthropic|ai-expectation|anthropic-interviewer|anthropic-81k-interviews,news
9267,[GN] AI 보조 코딩이 당신의 업무에 어떤 영향을 주고 있나요? (via HackerNews),https://discuss.pytorch.kr/t/gn-ai-via-hackernews/9267,gn-ai-via-hackernews,278,0,2026-03-19T04:30:16.934Z,2026-03-19T04:30:16.934Z,2026-03-19T04:30:16.934Z,9bow,geeknews|code-agent|code-assistant|hackernews,news
